ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_surprise_pct,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_total,company_type,rank,data_quality,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,USD,55955586297.161865,4.810135,8.290426,2.554,1.8942589,0.82077605,0.88,4.045,0.45221,0.07521,0.17813,0.18954,0.34428,0.03,3.384,3.129,23.719,0.364,0.236,12428999680.0,5401999872.0,7491999744.0,60026589184.0,1.99,0.090299994,4.32,2.34,1.08,1772409600.0,0.207,222.22999572753906,186.25446046356996,217.3699951171875,241.5,2.16,22.0,0.01,0.0001,0.0054400004,0.85253,False,False,,1436318.0,1703600.0,0.9686224573089104,0.016365081965248107,0.05281618552013034,0.049187388622586425,,-0.021869237743720626,0.22962330111601711,56.07512546546943,0.02754423378066284,0.059330768696325364,False,0.7097933889840603,98.19139421753913,68.16183986125554,70.0747384155456,74.31342220920403,62.51584970867714,51.526032315978455,67.36474694589877,97.8305785123967,50.0,79.90044697668078,standard,1,0.875,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,0.005460392,18.1
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,12600430579.266193,16.599339,12.383343,2.56,6.570118,5.3043475,5.049,12.165,0.40987,0.22031,0.35084,0.41149,0.96444,0.1,0.436,0.319,8.758,3.258,3.01,629119360.0,777206976.0,169540992.0,11992764416.0,,0.0,,,,,0.385,51.630001068115234,33.7599983215332,50.130001068115234,49.05882,2.1,17.0,13.14,0.16239999,0.01956,1.07736,False,False,,2814247.0,3307490.0,0.701753195876988,0.12956286303767306,0.14139351452798676,0.15003443204023648,,-0.029052875633704844,0.396513885756674,67.36374727949035,0.13017407470942377,0.19537162805498753,True,0.8372722016239664,72.53692821191112,93.99226680623609,78.2660687593423,67.61388617762589,70.7010813880481,78.45601436265709,12.041884816753926,78.30578512396694,50.0,79.77451936226123,standard,2,0.875,8,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.027600544,75.2
AFL,Aflac Incorporated,Financial Services,Insurance - Life,United States,USD,59454525393.601074,13.349714,15.321393,1.18,1.9904236,3.2826042,3.625,11.165,0.16469,0.03088,0.25596002,0.29567,0.50049996,0.279,38.6,34.138,48.276,0.935,0.814,4923125248.0,8270000128.0,14464000000.0,65648525312.0,2.09,0.26860002,2.44,2.17,0.61,1779235200.0,0.619,118.68938801735202,95.41655263159221,116.80999755859375,111.71429,3.07143,14.0,3.86,0.0208,0.10931,0.59766,False,False,,2283544.0,2030880.0,0.8925231022484942,0.02726232080802471,0.021935558972423053,0.029955760496261696,,-0.015834528176044693,0.16676734297544524,57.929997040272184,0.0444440647311648,0.06697520172062177,True,0.8989424442211316,81.6938708932899,64.35772922904327,67.68310911808669,95.62529088788018,59.575672832841576,50.44883303411131,67.36474694589877,88.53305785123968,50.0,79.5257226823796,standard,3,0.875,8,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.0071780644,23.0
SU.TO,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,CAD,110978237791.76614,17.86882,12.722928,11.41,2.4860475,2.1732314,2.399,7.859,0.1397,0.05945,0.12394,0.20848,0.58785,0.175,0.299,0.243,32.358,1.417,0.888,6675874816.0,3271000064.0,14812000256.0,122519240704.0,2.55,0.4449,2.4,3.87,0.6,1780531200.0,0.592,95.7300033569336,46.28670303977409,93.98999786376953,97.78947,2.1,19.0,6.16,,0.00014999999,0.75216,False,False,,7106288.0,6036480.0,1.6725852706083348,0.07576965673663638,0.24219768168672884,0.5634466558502356,,-0.018176177082919076,0.2342301589178897,61.837994800246825,0.06955580568560049,0.38703607368178305,True,0.8618356351713663,81.74905238302367,62.8790795400389,91.2406576980568,68.92466983614084,65.06030900567637,37.97127468581687,67.36474694589877,80.37190082644628,50.0,79.47657850519226,standard,4,0.875,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,OK,-0.035525452,1.5
OMV.VI,OMV Aktiengesellschaft,Energy,Oil & Gas Integrated,Austria,EUR,20505466982.738136,17.668541,8.691519,0.65,1.2865881,0.87712663,1.158,5.01,0.06813,0.04761,0.10343,0.15763,0.32265,-0.041,9.341,8.487,36.964,1.298,0.899,7993750016.0,5216999936.0,8009999872.0,27061766144.0,5.0,0.8567,3.15,5.78,4.4,1780876800.0,0.228,63.599998474121094,41.33979319224999,62.900001525878906,61.025,2.9375,16.0,,,0.56414,0.19374001,False,False,,431161.0,336954.0,0.17010094740517234,0.06881908507676138,0.15096065452245777,0.29583849071906343,0.45191533576216525,-0.01100624158862229,0.21131594804099088,77.1605083626657,0.05125936211776594,0.23122579496271634,True,0.9346847640417322,98.15297356437137,43.64568356306364,85.06344552308677,70.04224575176242,71.15099580557057,70.64631956912028,67.36474694589877,99.01859504132231,50.0,71.46101841089553,standard,50,1.0,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,0.011620313,37.5
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,3815839367.907715,18.02312,9.94406,,3.7620656,6.3921404,5.13,10.014,0.24496001,0.16268,0.37075,0.49021,0.84036005,0.056,0.111,0.123,0.265,7.103,6.701,171809872.0,755859008.0,2681000.0,3062661376.0,,0.0,,,,,0.718,32.560001373291016,19.049999237060547,31.18000030517578,33.3,2.33333,5.0,4.33,0.0794,0.05573,0.88602996,False,False,,1914686.0,4001800.0,0.7117967444451322,0.20432603477165157,0.2815454337422909,0.3687444848697774,,-0.042383323400202566,0.33905612836737226,68.12142598624683,0.18501065278712625,0.34425524002396934,True,0.7473132455305646,78.57315958136189,91.21176426408115,86.06875934230193,47.64617054827866,73.4078047331796,91.83123877917416,12.041884816753926,81.40495867768594,50.0,79.27764841290931,standard,5,0.875,9,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.017305836,54.8
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,15929128122.747482,24.372307,12.468105,0.4322,4.6771574,5.1344533,4.86,18.195,0.225,0.11619,0.21551001,0.22836,0.6437,0.422,23.105,24.051,13.603,2.929,2.506,590550016.0,1316199936.0,463500000.0,15076428800.0,,0.0,,,,820195200.0,0.336,162.38999938964844,117.58999633789062,158.4199981689453,190.98705,1.44444,27.0,5.14,0.0776,0.0109,1.03204,False,False,,1142049.0,1495030.0,1.0120575199829684,0.2337044907015382,0.2763454291279237,0.07878782148142305,,-0.02444732579361164,0.3032553406868081,88.45567267257292,0.18096440773357214,0.14647559795347176,True,0.8704769331008773,54.80748062600421,77.75517791987421,78.65470852017937,97.09953049061141,75.60852896978975,75.31418312387792,12.041884816753926,64.25619834710744,50.0,79.27384673577254,standard,6,0.875,8,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.026140451,73.6
OPRA,Opera Limited,Communication Services,Internet Content & Information,Norway,USD,1602102524.9712067,14.198412,10.271456,,1.6366297,2.4726057,2.293,13.506,0.11966,0.057600003,0.17715,0.17308001,0.50993,0.232,0.35,0.356,0.896,1.876,1.828,128433504.0,141904000.0,8865000.0,1485558784.0,4.47,0.63490003,0.8,,0.4,1767744000.0,,20.48537403241666,11.710000038146973,17.889999389648438,26.28571,1.14286,7.0,3.34,0.0725,0.0752,0.16767,False,False,,604814.0,433920.0,0.581222554306991,0.05173422392272653,0.4450726352401453,0.3385606513335462,,-0.12669403246732158,0.5208167019283264,59.87902946700363,0.11097306927616613,0.17599211611982168,False,0.4847914620044846,79.15231555867236,60.22540856947707,77.60837070254111,75.04645966727216,59.53136780689238,95.60143626570917,67.36474694589877,90.70247933884298,50.0,79.1843190620297,standard,7,0.75,9,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,0.033173513,80.5
AKSO.OL,Aker Solutions ASA,Energy,Oil & Gas Equipment & Services,Norway,NOK,22010198111.507744,8.583333,12.491145,,1.7967728,0.3591508,0.258,4.347,0.2491,0.0461,0.0473,0.04789,0.36308,-0.065,0.517,0.53,24.144,1.003,0.88,3299624960.0,8725000192.0,2918000128.0,15811780608.0,8.02,0.625,3.6,,8.6,1776384000.0,-0.18,45.599998474121094,21.22711549222745,45.31999969482422,41.11111,3.3,9.0,,,0.45773998,0.28186,False,False,,1092200.0,1099251.0,0.26490160287895825,0.17343785958885505,0.47257396884263336,0.8084748640774357,,-0.006140324312856715,0.3210041496701282,71.35761876957677,0.183575844670538,0.5645788753818672,True,0.8930545298804551,97.8448038632591,44.96172994012374,96.4424514200299,53.455771189794895,60.90039533231791,69.21005385996409,67.36474694589877,97.93388429752066,50.0,70.79528654033211,standard,60,0.875,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.014136579,3.8
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1619737924743000.0,,5.417367,0.1536,,4.7507105,4.311,11.915,0.18854,0.10231,0.21462,0.42718,0.47674,0.693,4.96,4.888,5.782,9.273,7.397,16767439077376.0,147378094997504.0,28138799104000.0,1674224422879232.0,0.55,0.2526,1488.0,2.3,372.0,1774828800.0,1.327,299500.0,52769.28104290448,281000.0,338297.75,1.35135,36.0,,,0.0967,0.46539003,False,False,,30215454.0,36563397.0,1.1478918987573348,0.33175355450236976,0.6983210004228804,1.8126284892178144,,-0.06176961602671116,0.5309213220677709,70.84745762711864,0.3126796120739779,1.0808923426854897,True,0.7862556084271655,37.38518743730637,76.62547277929802,91.77877428998505,96.48943194482679,54.84854658054704,0.08976660682226212,67.36474694589877,27.582644628099175,50.0,77.19195034223902,standard,8,0.625,8,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.05013902,0.5
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,USD,37991415517.91919,30.947996,25.271286,3.8164,7.0714507,7.928092,7.813,20.984,0.2514,0.10593,0.25774,0.39723,0.54107,0.065,0.544,0.539,29.489,1.385,0.59,1003075008.0,2136199936.0,1584600064.0,37439815680.0,0.79,0.2383,2.88,1.3,0.72,1780012800.0,0.372,367.9100036621094,216.72085363667037,363.0199890136719,330.57144,3.11765,14.0,2.87,0.0298,0.00252,0.91796,False,False,,899078.0,1040380.0,1.139025711117415,0.17337896206698056,0.3228032296336132,0.3949570440620118,,-0.013291333749458234,0.23149355312554154,80.35914673598828,0.1892468737008246,0.3616073408899414,True,0.844554970771108,42.08990599284515,81.24185228791832,90.67264573991031,66.65059992294142,69.13969608273794,59.245960502692995,67.36474694589877,49.586776859504134,50.0,76.72675715265689,standard,9,0.875,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,0.007984315,26.2
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,Mexico,USD,41351915650.1304,26.329716,22.783884,6.8527,3.3740692,0.048482876,0.758,6.122,0.12437,0.061890002,0.03336,0.12581,0.40655,0.061,1.678,1.554,87.583,1.156,0.789,150471393280.0,106904616960.0,257757872128.0,646225723392.0,5.53,1.532,6.72,2.7,1.795,1776816000.0,0.192,125.70999908447266,81.78940286181584,121.37999725341797,123.9535,2.0,14.0,1.62,,0.0,0.46752,False,False,,418850.0,485240.0,1.2237412470823608,0.05416651537274353,0.07785045866599671,0.28432620966843514,,-0.03444437087415042,0.2444531099020694,66.4822141538907,0.07801155552472605,0.20719137250042352,True,0.6858204468889457,96.96070718413506,46.74641960033997,79.31240657698056,76.10569064494278,58.661252310089495,57.3608617594255,29.275741710296682,99.01859504132231,50.0,76.51683384404905,standard,10,0.875,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-0.00018171924,7.9
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Financial Data & Stock Exchanges,Brazil,BRL,83681128783.17197,18.152174,12.922497,1.21,4.584134,7.9290853,7.988,11.76,0.26738,0.09244,0.46965,0.67303,0.95368,0.203,0.389,0.335,85.236,2.095,1.859,4552044032.0,14980616192.0,15579192320.0,84300668928.0,3.63,0.66120005,0.61,3.01,0.07434,1775001600.0,0.203,20.329999923706055,11.671481642773648,16.700000762939453,19.67857,2.07143,14.0,,,0.0,0.77254,False,False,,36503676.0,31099970.0,0.7535661421269619,-0.15142273861919586,-0.039097712509505445,0.31602879790460126,,-0.17855382067826742,0.3303829696037142,24.3243521891539,-0.07303730568515365,0.12879145657094693,False,0.08841614054081341,74.33055410071813,92.02925326800855,56.29297458893871,74.14407255082318,60.8555559254687,43.447037701974864,67.36474694589877,79.85537190082644,50.0,76.4695884693801,standard,11,0.875,8,STARK,8,VARNING,False,5,0.7142857142857143,HÖG,VÄNTA,-0.0027817916,6.7
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,United States,USD,63742375250.28833,8.94539,10.511669,2.3596,1.9923964,1.3024064,1.346,6.229,0.25272,0.04442,0.15537,0.18744,0.32878,0.01,3.576,3.332,28.975,0.335,0.204,13304375296.0,7141000192.0,9267999744.0,65869373440.0,1.67,0.1313,5.0,1.91,1.1,1781049600.0,0.512,311.9839701526704,246.31309440273927,299.760009765625,313.73914,2.60714,23.0,3.41,0.0257,0.0026699998,0.8779,False,False,,1424075.0,1251140.0,1.1148032710562696,0.0030786154430753054,0.02257410603042187,0.05560994041857348,,-0.03918137326434934,0.18191715777940642,44.238598772936754,0.0016635477491817596,0.0537283230212231,False,0.37892289479861907,95.86344107020798,59.337805003248675,66.0388639760837,71.86720125666653,60.14299542177665,49.55116696588869,67.36474694589877,97.72727272727273,50.0,76.35414033567977,standard,12,0.875,7,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.00651599,21.1
UGPA3.SA,Ultrapar Participações S.A.,Energy,Oil & Gas Refining & Marketing,Brazil,BRL,31133191105.524773,10.221053,10.934931,0.78,1.987175,0.21354549,0.323,6.381,0.19181,0.083009996,0.020550001,0.04982,0.07127,0.103,1.674,1.631,114.113,1.666,1.166,2887691776.0,7158525952.0,21122043904.0,47136174080.0,6.01,0.4557,1.75,3.32,1.0,1765152000.0,0.397,30.809999465942383,14.617030266408266,29.1299991607666,32.175,2.25,16.0,,,0.32734,0.44265,False,False,,6346662.0,7018060.0,1.0974719708944742,-0.03351029360766078,0.08491615444707379,0.38000816845080454,,-0.05452776158055006,0.31220020618499916,50.45536631852644,0.018381884538541948,0.2734155012973567,False,0.22590520832688035,86.15686944634312,39.63873127672557,79.28251121076232,81.36822123741322,53.47448043952332,61.66965888689408,67.36474694589877,84.0909090909091,50.0,68.2535963461192,standard,91,0.875,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,0.0067062518,21.4
FMG.AX,Fortescue Ltd,Basic Materials,Other Industrial Metals & Mining,Australia,AUD,67583282299.16381,13.065477,16.61541,0.06,2.3299067,4.1355577,4.317,8.52,0.18691999,0.11773,0.22849001,0.35075,0.41898,0.105,0.218,0.232,27.799,3.025,2.191,3190874880.0,4743000064.0,5756000256.0,70556024832.0,5.49,0.5797,1.24,10.57,0.62,1772409600.0,0.714,23.1299991607666,13.458488334832351,21.950000762939453,19.045134,3.5,16.0,,,0.48714,0.16628,False,False,,6440941.0,5752240.0,1.181459781663421,0.03391433048647552,0.1189118007774741,0.1063212689066646,0.44602018513712327,-0.051015929124142656,0.29544534750269574,66.66667818447942,0.07262583824755353,0.09661076434922,True,0.7339173889564822,74.38649013324337,74.91683353512406,75.2819937909624,61.28453925059146,66.76729228859065,48.74326750448833,67.36474694589877,71.28099173553719,50.0,75.95290141006448,standard,13,1.0,8,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,STARK,0.01476146,48.2
NDX1.DE,Nordex SE,Industrials,Specialty Industrial Machinery,Germany,EUR,11075058842.456818,35.157894,20.215994,1.5,8.312888,1.4371942,1.215,13.334,0.27468002,0.06028,0.04156,0.05578,0.26928,0.106,6.333,5.769,35.374,1.107,0.786,587698880.0,1829081984.0,472779008.0,9361422336.0,,0.0,,,,,1.151,51.70000076293945,16.360000610351562,46.7599983215332,45.7,2.33333,15.0,,,0.46995,0.36583,False,False,,691646.0,573744.0,0.12353529806626605,0.013437341571007178,0.4441011976240492,0.6832252399479537,1.690448825054529,-0.09555130306588766,0.4541881122021553,46.98411631565371,0.030237297810984165,0.4775561657326173,False,0.5095418254935145,75.17579737419109,45.372917329433164,88.56077218745381,85.45833270250766,35.99001096256267,80.78994614003591,12.041884816753926,84.60743801652893,50.0,67.7796801488182,standard,99,1.0,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,0.030711116,78.4
TTE.PA,TotalEnergies SE,Energy,Oil & Gas Integrated,France,EUR,177560547640.0528,13.881739,9.629307,0.7197,1.7565879,0.96520764,1.114,5.591,0.12512,0.04892,0.08201,0.20353001,0.38448003,0.034,0.571,0.509,51.304,1.076,0.507,10052124672.0,29866000384.0,64250998784.0,204944572416.0,4.58,0.5884,3.6,5.38,0.9,1782777600.0,0.059,81.01000213623047,47.58872042976255,79.81999969482422,85.302185,2.04762,21.0,,,0.08856,0.53133,False,False,,6088314.0,3932628.0,0.18660344680088947,0.0350103326255633,0.25297131319944444,0.45756562284231617,0.6166981453158495,-0.014689574250412729,0.21511641981191587,61.22296644946711,0.05018598504946481,0.3321828891485705,True,0.9003677461076197,80.8165151663101,51.642246838333264,90.34691765633468,62.482788758264206,66.2745292174508,30.16157989228007,67.36474694589877,74.89669421487604,50.0,75.58840255722419,standard,14,1.0,8,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,OK,0.00586938,19.1
MFC.TO,Manulife Financial Corporation,Financial Services,Insurance - Life,Canada,CAD,86315019421.29987,16.846907,10.477716,0.776,1.790053,2.694902,2.609,8.255,0.12564,0.00588,0.20038,0.19048999,0.50317,0.121,1.616,1.142,44.278,30.143,8.905,5451250176.0,30281000960.0,23491999744.0,83577020416.0,3.58,0.5733,1.85,4.6,0.485,1780012800.0,0.761,55.34000015258789,39.89351966543307,51.720001220703125,55.38,2.06667,15.0,5.87,,0.00014999999,0.54332,False,False,,6087990.0,7462770.0,2.1061958539846146,-0.023782527980747092,0.04327171827075649,0.09114406090472627,,-0.0654137860842684,0.19803027833752262,45.30443768637988,0.028778777238025688,0.09510803364686216,False,0.1441128182929703,84.76037718262597,52.60302426004288,66.60687593423019,82.03089202252185,74.96352147356622,42.998204667863554,67.36474694589877,85.64049586776859,50.0,75.47963895641175,standard,16,0.875,8,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,0.01405841,45.3
WDC,Western Digital Corporation,Technology,Computer Hardware,United States,USD,166143676997.829,28.81345,27.671381,0.4271,23.048004,14.108319,13.979,41.912,0.85920995,0.14648,0.55286,0.37008998,0.45428002,0.455,4.829,5.163,17.81,1.49,1.107,2075000064.0,3236999936.0,1724000000.0,164630675456.0,0.12,0.0269,0.6,3.23,0.125,1780617600.0,2.158,525.1500244140625,48.78940377756894,482.0199890136719,507.6087,1.52,23.0,3.91,0.0954,0.00556,1.01515,False,False,,8412552.0,7951490.0,0.8692344399923797,0.3326881742930097,0.7126596886558476,1.905535246432771,,-0.08212897913984307,0.6263143261615587,68.17997789772895,0.34437794716152736,1.2790770739320512,True,0.7285528189841102,23.637750663553806,86.78132533167187,89.237668161435,95.74270943180682,36.113971898240976,31.149012567324956,34.20593368237348,29.855371900826444,50.0,75.1097137357749,standard,17,0.875,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.02219183,67.0
INVE-A.ST,Investor AB (publ),Financial Services,Asset Management,Sweden,SEK,448086749724.76025,5.779064,,4.91,1.1543946,4.304197,4.704,5.977,0.21205,0.119049996,0.7452,0.69545,0.86774004,3.573,,,12.396,3.514,2.737,126124376064.0,28041000960.0,122116997120.0,1203416465408.0,1.55,0.0836,5.6,1.77,1.6,1793923200.0,0.783,379.8385128444261,267.6073526140043,359.3999938964844,380.0,,1.0,,,0.49436,0.28348,False,False,,407097.0,384278.0,0.39212833655863677,-0.025643420716792265,0.020897911587165696,0.16979246865365916,,-0.05380844294826126,0.1775106463105258,42.65808208409275,0.008697628763216114,0.11164844705823529,False,0.2311757063684788,93.7513537385376,91.51832406595284,69.62630792227205,99.02234636871509,79.96011992192399,21.364452423698385,67.36474694589877,94.11157024793388,50.0,75.05137144108033,holding,18,0.875,8,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,STARK,0.0075798198,24.4
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,United States,USD,10004520519.281387,11.232804,9.094862,1.3199,2.173646,3.1166654,3.421,6.511,0.21134001,0.109060004,0.28118,0.44257,0.52472,0.261,2.607,2.52,21.275,0.554,0.408,554650752.0,247000.0,979137984.0,10982944768.0,0.94,0.0979,0.4,0.78,0.1,1773360000.0,0.46,48.310001373291016,32.36035905493145,42.459999084472656,47.13636,2.69565,22.0,5.18,0.1093,0.01163,0.99153,False,False,,3514360.0,2368450.0,0.6612206572769953,0.004494881113115579,0.13279879402982897,0.10991169475158347,,-0.12109298535546364,0.32309433004186183,51.67596366445564,-0.011603588882637572,0.11876643440430046,False,0.6029044192340537,80.67673611419339,80.86136426019563,65.88938714499253,91.86454251955585,51.25635459866376,82.31597845601436,67.36474694589877,76.44628099173553,50.0,75.04510207144276,commodity,19,0.875,7,STARK,8,VARNING,False,5,0.7142857142857143,HÖG,STARK,0.01409426,45.5
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,TWD,58087680000000.0,30.430647,18.320274,1.1294,9.860631,14.154248,13.765,19.779,0.3621,0.17322001,0.46505,0.58105,0.61873,0.351,0.584,0.583,18.447,2.488,2.187,719158444032.0,3383596154880.0,1094369804288.0,56489020489728.0,1.06,0.2785,24.0,1.73,7.0,1781136000.0,1.264,2345.0,932.0916137695312,2240.0,2515.6365,1.33333,33.0,,,0.00022,0.41502,False,False,,38227850.0,33279425.0,0.7599169062292032,0.07434052757793763,0.24850460757426007,0.4982055494761244,,-0.04477611940298509,0.2980474409958522,47.78761061946902,0.1113176288925306,0.41688646974514065,False,0.6078738292512565,29.38100860178782,91.16676149968717,87.29446935724962,82.09616059410699,57.93816300303247,1.8850987432675044,67.36474694589877,30.165289256198346,50.0,75.03984419593388,standard,20,0.875,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,-0.0058329687,5.6
PRU.L,Prudential plc,Financial Services,Insurance - Life,Hong Kong,GBp,35604569904290.48,9.885965,11.491089,5.2226,1.9168645,1.9588767,2.229,4.968,0.20577998,0.01894,0.27573,0.45484,0.41388,0.188,0.308,0.244,28.254,2.392,1.012,2782500096.0,3851000064.0,6034999808.0,32160817152.0,1.73,0.1538,0.2,1.65,0.139402,1774483200.0,0.907,15152.425788331884,10484.114977013067,14198.63338470459,1410.441,1.5,14.0,,,0.0027,0.63501,False,False,,6867307.0,6539706.0,0.09381946442281013,0.02051532193274408,0.09534328629966549,0.05373503956682879,0.26601882300151125,-0.0629465154260489,0.23037873671776982,53.853187320186414,0.03235092511627258,0.05143595092725395,False,0.5384005234099811,92.58910262669662,65.01785067514108,68.70632730498201,69.75294909715716,67.20293772846053,3.141831238779174,67.36474694589877,90.9090909090909,50.0,75.01479310407026,standard,21,1.0,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,STARK,0.016109169,51.9
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,USD,817223727111.8335,34.246693,7.064195,0.2578,11.281037,14.061214,13.996,22.102,0.39823002,0.20145,0.41486,0.67624,0.58437,1.963,7.56,7.708,14.902,2.897,2.232,2893499904.0,14588999680.0,10798000128.0,813432766464.0,0.08,0.0217,0.6,0.33,0.15,1774828800.0,1.919,818.6699829101562,90.71286544475002,724.6599731445312,584.2439,1.47727,41.0,0.84,0.033099998,0.00253,0.81105006,False,False,,44348680.0,56858750.0,1.017025538095956,0.58489153321609,0.7610755753781386,1.9614427594668604,,-0.11483260865561995,0.6290289471613628,70.06617648408967,0.4905096472871975,1.3606337444887147,True,0.7374372217791108,22.274347320485393,91.57013305729166,85.5306427503737,98.06837831043153,44.53462375544109,18.402154398563734,33.81326352530541,22.107438016528928,50.0,74.98577476966973,standard,22,0.875,7,STARK,8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.034068584,81.1
INVE-B.ST,Investor AB (publ),Financial Services,Asset Management,Sweden,SEK,658289062398.9617,5.826632,23.003174,5.08,1.1270454,4.338955,4.734,6.015,0.21205,0.119049996,0.7452,0.69545,0.86774004,3.573,,,12.396,3.514,2.737,126124376064.0,28041000960.0,122116997120.0,1211075657728.0,1.54,0.0836,5.6,1.8,1.6,1793923200.0,0.783,382.9175915228024,267.7573998140343,362.29998779296875,375.6,,5.0,,,0.00254,0.46615002,False,False,,3481361.0,2934387.0,0.18707703098682665,-0.02577847234634023,0.01443174337551767,0.1714967357623851,,-0.05384344878970104,0.17959624102160482,43.02960139735741,0.006673140674205547,0.114188729819507,False,0.1699898407712061,93.58236944190465,91.51832406595284,69.05829596412558,99.02234636871509,79.8481127534652,18.940754039497307,67.36474694589877,94.00826446280992,50.0,74.80909144734308,holding,23,0.875,7,STARK,8,UPPTREND,False,6,0.8571428571428571,HÖG,STARK,0.011280162,36.5
ZM,"Zoom Communications, Inc.",Technology,Software - Application,United States,USD,26647015490.123962,16.20712,16.306358,4.2142,3.0178676,6.0634046,4.468,17.068,0.20275,0.06219,0.39027,0.21499,0.7739,0.053,0.915,0.832,0.596,4.331,4.159,1963544576.0,7816907776.0,58475000.0,21755402240.0,,0.0,,,,,1.003,111.55999755859375,69.1500015258789,100.16000366210938,97.92593,2.03571,27.0,1.49,0.0272,0.0021799998,0.78375,False,False,,4623488.0,4976830.0,1.353310917351266,0.15551457440556438,0.08164152605360009,0.18252665018765435,,-0.10218711138369152,0.3837691406449969,61.89141326429602,0.1451516709528431,0.18606239086531562,False,0.5352562755117366,75.0820343361355,77.62380654077896,68.40059790732435,69.99218394114546,64.23420478573378,64.72172351885098,12.041884816753926,91.83884297520662,50.0,74.4745102507836,standard,24,0.875,8,STARK,8,UPPTREND,False,5,0.7142857142857143,HÖG,STARK,0.015192983,49.0
